path,name,code,sub-code,original-price,price,sale-price,options,headline,caption,abstract,explanation,additional1,additional2,additional3,relevant-links,ship-weight,taxable,release-date,temporary-point-term,point-code,meta-desc,template,sale-period-start,sale-period-end,sale-limit,sp-code,brand-code,yahoo-product-code,product-code,jan,isbn,delivery,astk-code,condition,product-category,spec1,spec2,spec3,spec4,spec5,spec6,spec7,spec8,spec9,spec10,display,sort,sp-additional,sort_priority,original-price-evidence,lead-time-instock,lead-time-outstock,keep-stock,postage-set
コスメ、美容、ヘアケア,,,,,,,,,,,,,,,,,1,,,,,IT03,,,,,,,,,,1,0,0,,,,,,,,,,,,1,,,,,2,4000,1,3
