商品コード,検品コード,商品名称,商品カテゴリ,ブランドコード,ブランド名,サイズ名,カラー名,仕入先コード,仕入先名,入り数,在庫管理・出庫単位,期限管理区分,出荷不可期間,商品バーコード委託区分,梱包フラグ,ストアアカウント１（代表）,ヤフーFF対象商品フラグ１,ヤフー商品コード１,ヤフー個別商品コード(サブコード)１,ストアアカウント2,ヤフーFF対象商品フラグ２,ヤフー商品コード２,ヤフー個別商品コード(サブコード)２,ストアアカウント３,ヤフーFF対象商品フラグ3,ヤフー商品コード3,ヤフー個別商品コード(サブコード)3
,,,,,,,,,,,,0,,0,0,chan-mu,1,,,pekoma,0,,,rizestore,0,,
